,Phenylalanine,Valine,Threonine,Tryptophan,Methionine,Leucine,Isoleucine,Lysine,Histidine,Alpha-linolenic acid,Linolenic acid,"Vitamin A, total","Vitamin C, total","Vitamin E, total",Vitamin D,"Vitamin K, phylloquinone (K1)",Vitamin B1 (as thiamin hydrochloride),Vitamin B2 (riboflavin),Vitamin B3,Vitamin B5,"Vitamin B6 (as pyridoxinehydrochloride), total",Vitamin B7,Vitamin B9,Vitamin B12 (as cyanocobalamin),Sodium (Na),Potassium (K),Calcium (Ca),Phosphorus (P),Magnesium (Mg),Iron (Fe),Zinc (Zn),Iodine (I),Manganese (Mn),Copper (Cu),Chromium (Cr),Selenium (Se),Cl,Mo,Co
"Watercress, raw",84.0,100.0,98.0,22.0,15.0,120.0,68.0,98.0,30.0,0,0.0,0,60.0,1.0,0,0.0,0.1,0.1,0.6,0.1,0.13,0.4,0.009000000000000001,0.0,60.0,310.0,82.8,68.3,17.0,1.6,0.2,0.0135,0.5,0.14,0.0,0.0,0,0,0
"Crab apple, raw",11.0,19.0,14.0,4.0,4.0,25.0,16.0,25.0,6.0,0,0.0,0,8.0,0.0,0,0.0,0.03,0.02,0.1,0.0,0.0,0.0,0.0,0.0,1.0,194.0,18.0,15.0,7.0,0.36,0.0,0.0,0.115,0.067,0.0,0.0,0,0,0
"Nut, hazel (UK), filbert (USA), dried",790.0,930.0,560.0,190.0,240.0,1200.0,730.0,530.0,450.0,0,0.0,0,6.3,21.0,0,0.0,0.39,0.2,1.2,1.15,0.54,2.0,0.07200000000000001,0.0,1.9,738.0,136.0,349.0,158.0,2.8,2.0,0.0004,7.2,1.4,0.0004,0.0021,0,0,0
Fruit gums,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,12.0,9.0,4.0,1.6,0.19,0.05,0.0,0.21,0.07200000000000001,0.004,0.0,0,0,0
"Lemon sole, raw",710.0,990.0,820.0,190.0,490.0,1500.0,900.0,1700.0,490.0,0,0.0,0,0.0,0.0,0,0.0,0.09,0.08,3.5,0.3,0.29600000000000004,5.0,0.011000000000000001,0.001,95.0,230.0,17.0,200.0,17.0,0.5,0.45,0.0,0.0,0.1,0.0018,0.0753,0,0,0
"Spices, bay leaf",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Beets, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.33399999999999996,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mustard spinach, (tendergreen), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.6779999999999999,0.17800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, ocean perch, Atlantic, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0012,0,0.0,0.0,0,0.0,0.0,0.0,1.005,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Sandwich spread, with chopped pickle, regular, unspecified oils",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Milk and cereal bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0017,0,0.0,0.0,0,0.0,0.0,0.0,8.193999999999999,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pummelo, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Squash, all varieties, raw",47.0,60.0,31.0,13.0,20.0,80.0,49.0,75.0,29.0,0,0.0,0,17.0,0.1,0,0.0,0.026000000000000002,0.142,0.0,0.0,0.1,0.0,0.044000000000000004,0.0,5.0,274.0,29.0,38.0,19.0,0.61,0.3,0.00015,0.175,0.051,0.0,0.00024300000000000002,0,0,0
"Currant, red, juice, concentrated, sugar added",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chicken pot pie, frozen entree, prepared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Prairie Turnips, raw (Northern Plains Indians)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Currants, zante, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.615,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cranberries, wild, bush, raw (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Norway haddock, fillet, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, salmon, chum, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cockles, raw (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, seatrout, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Whiting, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.23,0,0.0,0.05,0.05,2.0,0.0,0.0,0.0,0.0,0.0,50.0,370.0,50.0,183.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0061,0.0298,0,0,0
"Game meat, moose, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Carambola, raw",37.0,50.0,45.0,8.0,22.0,76.0,45.0,76.0,8.0,0,0.0,0,34.4,0.0,0,0.0,0.013999999999999999,0.016,0.36700000000000005,0.0,0.0,0.0,0.0,0.0,2.0,133.0,3.0,12.0,10.0,0.08,0.12,0.0,0.037000000000000005,0.13699999999999998,0.0,0.0,0,0,0
"Fish, whitefish, broad, liver (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fiddlehead ferns, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cowpeas (blackeyes), immature seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.45,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Bamboo shoots, canned, nonsalted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.01,0.04,0.1,0.0,0.0,0.0,0.0,0.0,3.0,85.0,24.0,31.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish balls, canned",360.0,520.0,370.0,110.0,270.0,650.0,440.0,770.0,190.0,0,0.0,0,0.0,0.4,0,0.0,0.06,0.115,0.5,0.0,0.08,0.0,0.0,0.00037999999999999997,432.0,92.0,60.0,100.0,8.2,0.45,0.3,0.065,0.0,0.011000000000000001,0.0,0.0,0,0,0
"Bread, potato",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.8170000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Broccoli, chinese, cooked",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.437,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Java-plum, (jambolan), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Purslane, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.48,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, cod, Pacific, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0005,0,0.0,0.0,0,0.0,0.0,0.0,1.095,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Fennel seed,660.0,910.0,610.0,250.0,300.0,990.0,680.0,760.0,330.0,0,0.0,0,0.0,0.0,0,0.0,0.408,0.353,6.05,0.0,0.0,0.0,0.0,0.0,88.0,1694.0,1196.0,487.0,385.0,18.5,3.7,0.0,0.0,0.0,0.0,0.0,0,0,0
Olive oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0068,0.0,0,0,0
"Brussels sprout, frozen",95.0,170.0,110.0,37.0,35.0,150.0,110.0,160.0,69.0,0,0.0,0,80.9,0.34,0,0.25,0.139,0.09,0.745,0.42,0.18,0.4,0.064,0.0,8.0,483.0,42.0,69.0,24.0,0.7,0.43,0.00025,0.27,0.053,0.0,0.0011,0,0,0
"Fish, pompano, florida, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.011,0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Crustaceans, crab, blue, cooked, moist heat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, shark, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0006,0,0.0,0.0,0,0.0,0.0,0.0,2.938,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, caribou, cooked, roasted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Crispbread, knackebrot, rye, coarse (Husmans)",470.0,570.0,370.0,120.0,160.0,670.0,380.0,420.0,250.0,0,0.0,0,0.0,0.8,0,0.0,0.27,0.26,1.4,0.0,0.265,0.0,0.11,0.0,443.0,476.0,80.0,380.0,95.5,3.8,2.58,0.0023,3.6,0.37,0.0071,0.0023,0,0,0
"Fish, mackerel, spanish, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0073,0,0.0,0.0,0,0.0,0.0,0.0,2.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.01,0.06,0.0,0.01,0.0,0.0001,0.0,4.0,95.0,4.0,12.0,11.0,0.4,0.21,0.0,0.023,0.083,0.003,2.9999999999999997e-05,0,0,0
"Caviar, danish (roe, lump-sucker)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0038,0,10.0,10.0,0,0.0,0.93,0.65,0.0,0.0,0.2,0.0,0.022000000000000002,0.0177,2158.0,77.0,19.5,125.0,3.68,0.54,1.18,0.027000000000000003,0.042,0.037000000000000005,0.0,0.052000000000000005,0,0,0
"Bread, oat bran",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.831,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Butterbur, (fuki), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Poi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.1,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Sea lion, Steller, meat (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Frozen yogurts, vanilla, soft-serve",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.287,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Pudding powder,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,0.0,4.0,0.2,0.0,0.0005,0.9,0.0,0.0,0.0,0,0,0
"Bread, rice bran",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.81,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Adobo fresco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Zwieback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.319,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Quail, cooked, total edible",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0002,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Duck, domesticated, meat and skin, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0007,0,0.0,0.0,0,0.0,0.0,0.0,3.9339999999999997,0.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, deer, ground, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cashew nuts, dry roasted",780.0,1000.0,580.0,240.0,270.0,1300.0,720.0,810.0,400.0,0,0.0,0,0.0,0.0,0,0.0,0.2,0.2,1.4,1.22,0.256,0.0,0.069,0.0,16.0,565.0,45.0,490.0,260.0,6.0,5.6,0.0,0.826,2.22,0.0,0.0,0,0,0
"Crab claws, meat, canned",920.0,1100.0,1100.0,260.0,660.0,2000.0,1100.0,1800.0,440.0,0,0.0,0,0.0,2.4,0,0.0,0.05,0.395,1.7,0.71,0.3,0.0,0.02,0.0135,1000.0,110.0,120.0,220.0,32.0,3.5,11.9,0.06,0.0,0.44,0.00488,0.031,0,0,0
"Crustaceans, spiny lobster, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.245,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, caribou, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.5,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cabbage, chinese or celery, raw",36.0,56.0,40.0,13.0,7.0,72.0,70.0,74.0,22.0,0,0.0,0,26.0,0.12,0,0.0,0.04,0.05,0.4,0.105,0.141,0.0,0.0962,0.0,9.0,238.0,30.4,40.2,13.0,0.31,0.11,0.0003,0.19,0.021,0.0012,0.000293,0,0,0
"Yambean (jicama), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Wocas, dried seeds, Oregon, Yellow pond lily, Nuphar lutea (OR) - CY0617B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.19,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fat, beef tallow",180.0,220.0,140.0,110.0,44.0,300.0,150.0,340.0,130.0,0,0.0023,0,0.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Vinespinach, (basella), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Waxgourd, (chinese preserving melon), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, cisco, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.51,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Spices, poppy seed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.8959999999999999,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Syrup, kitchen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,75.0,220.0,75.0,2.5,34.0,2.5,0.13,0.005,0.11,0.24,0.005,0.001,0,0,0
"Sweets, boiled",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0012,0,0.0,0.0,0,0.0,0.0,0.0,0.092,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Avocado, raw",67.0,88.0,55.0,21.0,30.0,100.0,64.0,94.0,33.0,0,0.0,0,6.0,1.3,0,0.008,0.1,0.18,1.1,1.1,0.36,3.6,0.093,0.0,6.0,450.0,12.1,46.5,25.0,0.4,0.64,0.0,0.142,0.19,0.0007,0.0008,0,0,0
"Banana, raw",40.0,60.0,37.0,12.0,12.0,100.0,40.0,58.0,96.0,0,0.0,0,14.3,0.55,0,0.0,0.039,0.024,0.7,0.26,0.299,5.5,0.038,0.0,2.0,353.0,4.4,27.3,27.7,0.24,0.17600000000000002,0.0004,0.24,0.11,0.00016999999999999999,0.0010400000000000001,0,0,0
"Fast foods, cheeseburger; single, regular patty, with condiments",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Rum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.006,0.004,0.013000000000000001,0.0,0.001,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.04,0.016,0.0,0.018000000000000002,0.068,0.0,0.0,0,0,0
"Salt, block",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38700.0,0.0,230.0,0.0,140.0,0.3,0.076,1.3,0.0,0.39,0.0,0.0005,0,0,0
"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.342,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Dessert topping, powdered",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nuts, ginkgo nuts, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Onions, welsh, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.16899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, eel, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0233,0,0.0,0.0,0,0.0,0.0,0.0,3.5,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
